"","fulcrum_id","fulcrum_parent_id","bag_id","time_of_capture","body_temperature","microhabitat_type","microhabitat_temperature","bag_photo"
"247","5e02ab30-c017-4359-865e-b2169569cf75","17b611f6-b34e-42df-980f-bdd8f8a6b60d","BAG07",22:23:00,25.9,"Water",25.6,"b52a5725-281c-4734-ab70-87a54e2139bd"
"248","c577e478-b5de-448c-8df5-8fae1dd0d025","17b611f6-b34e-42df-980f-bdd8f8a6b60d","BAG10",22:32:00,NA,"Tree/Log/Bush (Higher than 1m)",NA,NA
"249","321cdb72-f027-4b96-9e18-c7f7a6338cbe","17b611f6-b34e-42df-980f-bdd8f8a6b60d","BAG13",22:46:00,25.4,"Emergent Vegetation (Lower than 1m)",25.4,"a4bf6ea6-b215-45d6-a231-748699eaa7ba"
"250","889047e5-013d-4813-b0e7-24ab43a99eb6","17b611f6-b34e-42df-980f-bdd8f8a6b60d","BAG11",22:59:00,26.4,"Emergent Vegetation (Lower than 1m)",26.4,"550d7fbb-4c02-4722-9087-97cda690f9c9"
"251","455c1891-c3fd-41f1-a822-0a4c920c10a0","10eaf46c-a1b2-475c-abb2-a731fe9c56fe","BAG29",11:56:00,20.1,"Wet ground",20,"613eae80-6dcb-4774-86cd-e2acace5a6a9"
"252","f4290d3d-427f-4127-9d80-52f26eb14711","d01c80c8-5ad8-41f5-83cd-c3d95b9c0c92","BAG50",11:07:00,NA,"Water",23.4,"40f30a61-4ec3-4660-9365-f72e39249fda"
"253","cfb6ead2-aba7-4bbf-8a6b-78d192cdf295","d01c80c8-5ad8-41f5-83cd-c3d95b9c0c92","BAG16",11:26:00,NA,"Wet ground",19.9,"7afe9bbc-8a15-4cc1-b8b7-f78ccf4eebdd"
"254","527db6fd-3b9e-4e27-bd1b-6c9b897c380c","d01c80c8-5ad8-41f5-83cd-c3d95b9c0c92","BAG45",11:30:00,21.6,"Wet ground",21.2,"58bd482d-d9e8-41cc-b6ac-b98776c96430"
"255","c06c9a98-98f3-4d94-851d-33fb84cc9ed7","d01c80c8-5ad8-41f5-83cd-c3d95b9c0c92","BAG49",11:35:00,NA,"Water",20.9,"99d041a1-bede-4d5b-ad39-f6fa09ab8e78"
"256","ab965b0f-49a1-445e-a4a8-20a3369affa2","d01c80c8-5ad8-41f5-83cd-c3d95b9c0c92","BAG53",11:38:00,NA,"Wet ground",18.9,"bbc095bd-f81d-49de-9c4c-1f9d7c8c50b7"
"257","4ab31cd4-adfa-49f7-ab36-9befe93fd310","a1d71b63-9f73-42cc-abd6-1af335983b77","BAG13",11:08:00,18.6,"Wet ground",18.2,"3c7530c1-e047-4b21-a1f4-1c28c4ae1ba5"
"258","1d3b8087-a185-4471-910a-6a9219f8f385","a1d71b63-9f73-42cc-abd6-1af335983b77","BAG03",11:55:00,18.8,"Wet ground",18.9,"593f1883-87bb-4c55-8da3-66f401755437"
"259","21bf6d5a-5f7f-4b20-92df-600518b13486","a1d71b63-9f73-42cc-abd6-1af335983b77","BAG17",12:02:00,19.3,"Wet ground",19.5,"88774587-21ed-4e84-b3f1-a993f79abb5c"
"260","40a254a8-6320-4a2e-9842-1cda39c11cad","581323a5-f714-40c7-9b0c-5e7828f52fc9","BAG15",10:55:00,21,"Tree/Log/Bush (Lower than 1m)",21.2,"8292a3a1-199c-4a99-97c8-7fc4c8fe4f07"
"261","3e1bf85b-bd83-42bc-8c8b-641d11ea52c0","581323a5-f714-40c7-9b0c-5e7828f52fc9","BAG57",11:27:00,NA,"Water",19.6,"4853fbc5-f54c-43ad-81bc-59d96d80b0dd"
"262","badceba0-1517-424d-9af1-fec9b78b811d","581323a5-f714-40c7-9b0c-5e7828f52fc9","BAG19",11:33:00,NA,"Water",19.4,"6cd63529-fbe6-4de2-a590-1f97c64f3abd"
"263","c0e03220-ca52-40e5-9317-fbb32387cc32","581323a5-f714-40c7-9b0c-5e7828f52fc9","BAG05",11:47:00,NA,"Water",20.4,"bbe8f8d0-7c85-4f31-868c-43dff1bc6094"
"264","418cf6ac-ac4f-4bb1-bd36-5545773f9523","581323a5-f714-40c7-9b0c-5e7828f52fc9","BAG18",11:56:00,NA,"Water",20.8,"796bf87a-d2e2-43eb-be9d-de1563d94226"
"265","17b7127c-fe38-47d5-8154-fb54088cce11","581323a5-f714-40c7-9b0c-5e7828f52fc9","BAG48",12:10:00,NA,"Tree/Log/Bush (Lower than 1m)",21.5,"40d7ed0f-d294-46e5-973f-e1442aac99a1"
