"","fulcrum_id","created_at","species","fulcrum_parent_id","bag_id","time_of_capture","body_temperature","microhabitat_type","microhabitat_temperature","bag_photo"
"20","8ced5f6b-298e-4629-8a31-a2d8fa3612ac","2022-05-20 01:45:28 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag22",21:45:00,17.7,"Water",17.8,"f138bbc6-2cc3-42e1-93c4-b6cd184421e4"
"21","3eaf48b5-1e48-46e3-b22d-1976ff580cfe","2022-05-20 01:48:00 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag23",21:48:00,17.9,"Water",18.1,"9bd35ea5-5f93-434e-95d3-fedb4b2de9af"
"22","d558ad5e-9fde-4f34-8915-b02622fcd442","2022-05-20 01:52:32 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag24",21:52:00,18.2,"Water",18.3,"38e098c0-83bc-42ea-a36e-bc6ca0483635"
"23","58747ee2-ee85-4244-9c3a-573a226aac86","2022-05-20 01:55:01 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag25",21:55:00,18.2,"Water",18.3,"d450b197-3752-4f8b-8026-3aca8cb36265"
"24","7928e204-2d85-4f37-a7b2-da2caca2807e","2022-05-20 02:03:27 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag26",22:03:00,18.4,"Water",18.5,"0f46e8b4-5a64-4e70-8232-e9647f779f4b"
"25","3b989a29-8ab1-4a2a-9da6-127ad507d60b","2022-05-20 02:21:49 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag13",22:21:00,17.9,"Emergent Vegetation (Higher than 1m)",18.2,"de81c5b4-c9bf-4a1a-ae55-15c4db82d6cd"
"26","3cb47eb5-926b-403c-b381-2b2a7e69cdda","2022-05-20 02:24:59 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag12",22:24:00,18.2,"Water",18.3,"8d509db0-4b45-48d4-a664-943d4afed5ff"
"27","386dc799-c3b5-49b8-ad91-3d4b481fd66a","2022-05-20 02:31:10 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag03",22:31:00,18.1,"Water",18.5,"9cde3f6c-e658-4ff4-be0e-7656848fa7f3"
"28","bbbed750-08db-46f5-a7dd-87bbcd3060e4","2022-05-20 02:34:07 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag11",22:34:00,18.1,"Water",18.4,"7cd806d3-a84e-4eb5-9e9b-7ae234daed04"
"29","804617a7-c683-4e1d-bcc1-183bfd1b280d","2022-05-20 02:37:55 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag20",22:37:00,18,"Water",18.1,"e739fd67-a95e-484a-80ff-d624c0ba94de"
"30","5d5f5305-fffc-4954-a1db-8cc032081e1b","2022-05-20 02:41:46 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag14",22:41:00,17.7,"Emergent Vegetation (Lower than 1m)",17.7,"ba71afdd-85ad-4528-92da-f812c671fe68"
"31","2e5fec3c-8585-49fb-bf39-53c4a6749f2a","2022-05-20 17:36:35 UTC",NA,"9cc76039-e43a-4d91-b910-b95a3f0088f0","Bag30",13:36:00,NA,"Leaf litter",19.8,"122ae19b-a0c0-4164-a388-9c642fca36df"
"32","7c3bf2c5-a624-4425-a069-7b82f62dbf7e","2022-05-20 17:41:44 UTC",NA,"9cc76039-e43a-4d91-b910-b95a3f0088f0","Bag17",13:41:00,NA,"Leaf litter",20,"facd53f6-f05b-4973-b32d-12b2f55431dc"
"33","6293bd30-8d25-4c5a-94d2-a3e9993f2d37","2022-05-20 17:53:39 UTC",NA,"9cc76039-e43a-4d91-b910-b95a3f0088f0","Bag29",13:53:00,NA,"Leaf litter",18.9,"1cb017ee-65aa-48c3-bec8-34f1c6816ee4"
"34","b15bc6da-32aa-4f36-bc35-786d7faf1dba","2022-05-20 01:03:04 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag02",21:03:00,19.2,"Water",18.8,"fc60daf4-a867-4dae-ae86-cc5243476639"
"35","3c08cbb3-c284-4bb3-a304-823d04af0a6e","2022-05-20 01:09:18 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag01",21:09:00,18.3,"Tree/Log/Bush (Lower than 1m)",17.5,"67a45464-e3d2-4e15-b70e-716dda775401"
"36","125258d2-62db-489a-b4f9-3b36698d3404","2022-05-20 01:12:42 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag04",21:12:00,18,"Water",17.9,"68778835-4137-4a3a-8300-3fdcfbca25a7"
"37","2a4da878-de3a-410f-b518-0b936bc98a54","2022-05-20 01:17:14 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag07",21:17:00,18.2,"Water",18.2,"749377f6-be1b-41b1-855f-17048f501de4"
"38","70f2f7d5-d0a0-42c8-b3f3-87251b50c5aa","2022-05-20 01:21:05 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag10",21:21:00,18.2,"Water",18.3,"aa20fbe1-d1d2-4a84-a8cb-921132a752d0"
"39","47d44b03-88c2-4204-86c3-def426b50633","2022-05-20 01:25:48 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag08",21:25:00,18.1,"Water",18,"c01ce459-70f0-42ce-8202-034604010ce0"
"40","492083bf-770d-4ada-85d7-9da13a21d361","2022-05-20 01:28:59 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag05",21:28:00,18.3,"Water",18.3,"3d702528-f451-4c1d-88e5-2f8c87a918ac"
"41","7fce6149-2af8-4bc2-8efc-e02bf4b7f0e8","2022-05-20 01:32:07 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag09",21:32:00,17.8,"Water",18,"f955b55c-6c9f-4eb5-a39d-01cd8d077064"
"42","2d0823da-ff06-4ce6-b66c-0d8259e806fd","2022-05-20 01:37:02 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag15",21:37:00,17.6,"Water",17.8,"462bb5df-49ec-4f8f-b71b-018ae889990f"
"43","89731d0e-02c0-457f-8861-dfa90a3914b6","2022-05-20 01:40:24 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag21",21:40:00,17.5,"Leaf litter",17.5,"8133ece0-929d-492c-b59e-ac1a2355249d"
"44","8ced5f6b-298e-4629-8a31-a2d8fa3612ac","2022-05-20 01:45:28 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag22",21:45:00,17.7,"Water",17.8,"f138bbc6-2cc3-42e1-93c4-b6cd184421e4"
"45","3eaf48b5-1e48-46e3-b22d-1976ff580cfe","2022-05-20 01:48:00 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag23",21:48:00,17.9,"Water",18.1,"9bd35ea5-5f93-434e-95d3-fedb4b2de9af"
"46","d558ad5e-9fde-4f34-8915-b02622fcd442","2022-05-20 01:52:32 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag24",21:52:00,18.2,"Water",18.3,"38e098c0-83bc-42ea-a36e-bc6ca0483635"
"47","58747ee2-ee85-4244-9c3a-573a226aac86","2022-05-20 01:55:01 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag25",21:55:00,18.2,"Water",18.3,"d450b197-3752-4f8b-8026-3aca8cb36265"
"48","7928e204-2d85-4f37-a7b2-da2caca2807e","2022-05-20 02:03:27 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag26",22:03:00,18.4,"Water",18.5,"0f46e8b4-5a64-4e70-8232-e9647f779f4b"
"49","3b989a29-8ab1-4a2a-9da6-127ad507d60b","2022-05-20 02:21:49 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag13",22:21:00,17.9,"Emergent Vegetation (Higher than 1m)",18.2,"de81c5b4-c9bf-4a1a-ae55-15c4db82d6cd"
"50","3cb47eb5-926b-403c-b381-2b2a7e69cdda","2022-05-20 02:24:59 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag12",22:24:00,18.2,"Water",18.3,"8d509db0-4b45-48d4-a664-943d4afed5ff"
"51","386dc799-c3b5-49b8-ad91-3d4b481fd66a","2022-05-20 02:31:10 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag03",22:31:00,18.1,"Water",18.5,"9cde3f6c-e658-4ff4-be0e-7656848fa7f3"
"52","bbbed750-08db-46f5-a7dd-87bbcd3060e4","2022-05-20 02:34:07 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag11",22:34:00,18.1,"Water",18.4,"7cd806d3-a84e-4eb5-9e9b-7ae234daed04"
"53","804617a7-c683-4e1d-bcc1-183bfd1b280d","2022-05-20 02:37:55 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag20",22:37:00,18,"Water",18.1,"e739fd67-a95e-484a-80ff-d624c0ba94de"
"54","5d5f5305-fffc-4954-a1db-8cc032081e1b","2022-05-20 02:41:46 UTC",NA,"8322e922-3871-46bf-a73c-2fc4985876ba","Bag14",22:41:00,17.7,"Emergent Vegetation (Lower than 1m)",17.7,"ba71afdd-85ad-4528-92da-f812c671fe68"
"55","5211a4c3-3834-4452-8064-4b70f9413caf","2022-05-20 01:08:36 UTC",NA,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","Bag30",21:08:00,18.2,"Emergent Vegetation (Lower than 1m)",18.4,"f2f3dd03-71a2-448e-91bb-8c42ec59c4c1"
"56","26fee85c-d4c1-489e-80bd-400907e9534b","2022-05-20 01:11:30 UTC",NA,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","Bag29",21:11:00,18.2,"Emergent Vegetation (Lower than 1m)",18.2,"e22e0c34-ac7c-4027-a950-4ad84d8a217d"
"57","e24f8aa0-ef58-4e14-ad56-c5122d76c3f9","2022-05-20 01:18:15 UTC",NA,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","Bag16",21:18:00,18.2,"Tree/Log/Bush (Lower than 1m)",18.2,"16553888-75b0-452d-bf38-885f34809111"
"58","a0a8a4d1-ee01-43f3-a5ba-bc0c37fb1931","2022-05-20 01:34:21 UTC",NA,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","Bag28",21:34:00,19.4,"Water",19.7,"5e3d058b-9aed-4204-90c0-5f7571358273"
"59","41a9ff8f-9446-4186-8994-874029a00563","2022-05-20 01:43:31 UTC",NA,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","Bag27",21:43:00,20.1,"Water",20.4,"1f66b20b-3b9a-47e7-b60a-e5e06fa6ee35"
"60","62d9d770-0bb5-4e48-8bae-b86c42d47e44","2022-05-20 01:47:21 UTC",NA,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","Bag06",21:47:00,18.6,"Wet ground",18.8,"2d6d1f37-af35-430b-bc14-0ce262d44f04"
"61","c13932b5-3ad9-4e60-8ae5-ef7806d0292f","2022-05-20 02:20:04 UTC",NA,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","Bag18",22:20:00,19.4,"Water",19.6,"c30e398e-e9e5-48ee-a3c9-df9117df7392"
"62","a4b82347-03be-4db8-bdcb-20fa412048c5","2022-05-20 02:40:52 UTC",NA,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","Bag19",22:40:00,19.4,"Water",19.7,"6daf3070-03b7-4593-af5e-07f9f6bb00de"
"63","238e379f-ab25-4539-9e29-23c1803035f7","2022-05-20 02:57:53 UTC",NA,"a71aec87-0564-48a0-bd5b-daa7b4564ed5","Bag17",22:57:00,18.4,"Water",18.6,"8987abb6-ea9b-4d42-b33c-60e76136dfc6"
"64","a4d1c83c-3796-4b3c-87b4-7651edee34c9","2022-05-20 17:30:49 UTC",NA,"4d89d571-5852-48bd-b8a8-0478c7febd38","Bag05",13:30:00,NA,"Dry ground",21.7,"128284c5-81c5-40ed-9a12-ace05ca82699"
"65","e9f3c456-f9cf-4634-b9c4-9f51feaa84d5","2022-05-20 18:15:00 UTC",NA,"4d89d571-5852-48bd-b8a8-0478c7febd38","Bag01",14:15:00,23.4,"Dry ground",24,"dfd0b36e-2b5f-488a-943b-e34f4d3a4cd5"
"66","aaf393d6-73f1-4049-8a88-0b4e48cb65c4","2022-05-20 18:18:46 UTC",NA,"4d89d571-5852-48bd-b8a8-0478c7febd38","Bag02",14:18:00,22.4,"Dry ground",23,"24688656-d5bb-40e1-825d-703cdb5bc6d9"
"67","02783805-8d2b-49a5-aeec-ca82519a7c9e","2022-05-27 01:46:39 UTC",NA,"c4f73d97-fbfb-4bfd-a2ab-fcecb286a09c","BAG41",21:46:00,18.3,"Water",17.8,"72a67133-19fb-4034-8502-051d82db9804"
"68","fe10b8fd-f984-4b24-8a3d-3f827c224db6","2022-05-27 01:53:14 UTC",NA,"c4f73d97-fbfb-4bfd-a2ab-fcecb286a09c","BAG37",21:53:00,18,"Water",18.2,"017f12bf-d25c-4b19-9b2b-b106c2c4f168"
"69","530f9256-bec0-4fe1-b36c-80e53343921d","2022-05-27 01:59:07 UTC",NA,"c4f73d97-fbfb-4bfd-a2ab-fcecb286a09c","BAG49",21:59:00,18.1,"Water",17.9,"487486e7-9ea9-485d-8bf4-37956d444c74"
"70","9c827f3e-f4c8-459b-8b2b-e38b9ee92bda","2022-05-27 02:30:51 UTC",NA,"c4f73d97-fbfb-4bfd-a2ab-fcecb286a09c","BAG38",22:30:00,17.5,"Water",17.2,"db001d9d-bb2e-40c1-8906-0ce303158a02"
"71","b62ef0df-3ba0-43b1-be9a-fb2882a51a27","2022-05-27 02:56:51 UTC",NA,"c4f73d97-fbfb-4bfd-a2ab-fcecb286a09c","BAG42",22:56:00,17.8,"Water",18.4,"36838d72-a997-41c4-9343-54b2c74cce48,3857a8d3-8327-4834-af84-742fe67f1202"
"72","7e4616a3-8a66-49ca-a4bf-0427ee739384","2022-05-27 01:28:43 UTC",NA,"7a980dea-bf83-4def-9194-10c335ae3832","BAG31",21:28:00,20.1,"Water",20.1,"54878197-6d26-4ef5-b537-84620719a47a"
"73","005bd1eb-65de-44d3-bb32-7c6ad2d914ac","2022-05-27 01:35:29 UTC",NA,"7a980dea-bf83-4def-9194-10c335ae3832","BAG32",21:35:00,20.1,"Water",19.9,"7361b8be-33ca-49db-ba18-9524ac91846e"
"74","7aa9e2bb-d0dd-4fd9-947d-53d4bb39867a","2022-05-27 01:45:36 UTC",NA,"7a980dea-bf83-4def-9194-10c335ae3832","BAG33",21:45:00,19.9,"Water",19.8,"21a6f803-6a69-4c70-a538-059a88cfe143"
"75","780c0d9a-acc5-417e-8215-503d0d6142f0","2022-05-27 01:52:44 UTC",NA,"7a980dea-bf83-4def-9194-10c335ae3832","BAG35",21:52:00,19.8,"Water",19.8,"77ef2799-4b2c-4e29-992a-a806e7969581"
"76","ed9410df-ef7f-4dbf-b222-302092976697","2022-05-27 02:47:32 UTC",NA,"7a980dea-bf83-4def-9194-10c335ae3832","BAG22",22:47:00,21.7,"Wet ground",21.6,"d2c1cd01-e177-4882-9bcd-c7e1cddaae02"
"77","b0deaa66-07ee-4679-9e07-e9d8d09957bc","2022-05-27 01:20:15 UTC",NA,"3470e58d-a7e7-4780-8cb6-333afaa7fa61","BAG11",21:20:00,19.4,"Tree/Log/Bush (Higher than 1m)",19.4,"68bdd7d0-b33f-47fc-aa98-e19f417a839e"
"78","efb38615-d671-44d0-90d1-c2a7cdc9e6e5","2022-05-27 01:32:15 UTC",NA,"3470e58d-a7e7-4780-8cb6-333afaa7fa61","BAG10",21:32:00,18.7,"Water",18.7,"be6372f4-0730-46de-bc20-b0ae380c478a"
"79","75bd0070-9369-45a6-98ed-bbfdf8bd07d1","2022-05-27 01:36:41 UTC",NA,"3470e58d-a7e7-4780-8cb6-333afaa7fa61","BAG09",21:36:00,19.1,"Water",19,"54b45cdd-d90d-4a33-a5be-bc1a1ed107bf"
"80","90b18803-8acf-4d0d-96de-4e4590ccd2f4","2022-05-27 01:42:51 UTC",NA,"3470e58d-a7e7-4780-8cb6-333afaa7fa61","BAG08",21:42:00,18.9,"Water",19,"0752a2ea-1865-40de-92bb-c5dc9caa8430"
"81","d4b44ed5-9594-44aa-aa66-3edd88f70c7e","2022-05-27 01:50:43 UTC",NA,"3470e58d-a7e7-4780-8cb6-333afaa7fa61","BAG13",21:50:00,18.8,"Water",18.8,"b7c4bb40-02d0-4703-9f0f-eef9432c222e"
"82","c5e5c929-2485-4039-9fd5-43c51113c90e","2022-05-27 01:56:48 UTC",NA,"3470e58d-a7e7-4780-8cb6-333afaa7fa61","BAG02",21:56:00,18.9,"Water",18.7,"9d8d8654-d229-47cf-b9e7-04d544201bef"
"83","f6a4fbd1-72da-49bb-bff9-abdd3c78068f","2022-05-27 02:05:58 UTC",NA,"3470e58d-a7e7-4780-8cb6-333afaa7fa61","BAG05",22:05:00,18.6,"Water",18.6,"364a7ea8-673d-4711-a409-9e7691fbb5c8"
"84","6a9452a6-f5eb-42fc-bda1-d24a73162403","2022-05-27 02:12:59 UTC",NA,"3470e58d-a7e7-4780-8cb6-333afaa7fa61","BAG06",22:12:00,18.6,"Water",18,"08698b8f-761b-4630-b307-4ae72d656b70"
"85","73b7029d-d36c-4eff-8c79-79afcbff1e8e","2022-05-27 02:17:29 UTC",NA,"3470e58d-a7e7-4780-8cb6-333afaa7fa61","BAG16",22:17:00,18.9,"Water",18.8,"e6748058-89e1-42d5-9863-673de8e41fc0"
"86","6305b23a-4f44-4c03-892d-536a09d8c725","2022-05-27 02:24:57 UTC",NA,"3470e58d-a7e7-4780-8cb6-333afaa7fa61","BAG01",22:24:00,18.5,"Water",18.5,"0b7c71b6-9829-4e0f-8176-a85d6dcf1dfa"
"87","68d19c12-8323-4cab-8b32-17a100ee2ce0","2022-05-27 02:28:33 UTC",NA,"3470e58d-a7e7-4780-8cb6-333afaa7fa61","BAG03",22:28:00,18.5,"Water",18.5,"63596285-72d0-44d2-81d1-18b21d31738c"
"88","7c5cbd22-9b3c-4c7d-88ed-43d10a5ac9ae","2022-05-27 02:34:35 UTC",NA,"3470e58d-a7e7-4780-8cb6-333afaa7fa61","BAG15",22:34:00,17.8,"Water",18,"ed7c1f50-09d5-4684-abec-4336a85e0dd7"
"89","a044e4e7-8e03-42a8-9feb-7f9d73842fd5","2022-05-27 02:38:35 UTC",NA,"3470e58d-a7e7-4780-8cb6-333afaa7fa61","BAG14",22:38:00,18.3,"Water",18.3,"88002404-e6f3-4d08-9d56-c9de807ab2b4"
"90","7516faa3-0dae-40d4-8a05-e957caf62dc7","2022-05-27 02:44:21 UTC",NA,"3470e58d-a7e7-4780-8cb6-333afaa7fa61","BAG12",22:44:00,18.5,"Water",18.5,"f72c6c30-f47d-4ef2-a0f1-1076be76e611"
"91","f98e9def-068e-4d11-860c-56f960b3b672","2022-05-27 02:57:27 UTC",NA,"3470e58d-a7e7-4780-8cb6-333afaa7fa61","BAG04",22:57:00,18.3,"Water",18.2,"b99bc25a-d4d4-4c2a-8f43-fd3abcb588e1"
"92","365ffa04-a06a-441f-8d02-627b9460f77b","2022-05-28 01:06:26 UTC",NA,"0779b0a9-2c38-4308-8f9e-8acaa28bba41","BAG48",21:06:00,17.4,"Water",17.1,"7e19ca50-d1c4-4dbc-b7b6-3227122e7a94"
"93","2450a2d0-d2f2-4792-a5f2-f8dc3d914fab","2022-05-28 01:16:47 UTC",NA,"1a457ca2-d3d6-41c4-a69e-3e14190fd966","BAG03",21:16:00,16.7,"Water",16.6,"3b50ec2e-ea09-4853-a48f-0285ad3589c8"
"94","c8d0a8d6-21c6-4097-9fc6-b2732d0a7914","2022-05-28 01:19:15 UTC",NA,"1a457ca2-d3d6-41c4-a69e-3e14190fd966","BAG25",21:19:00,16.6,"Water",16.6,"11d06780-c0a6-48e3-8c28-1e44f5360baa"
"95","1e8b2bb2-d523-4498-a8da-cd7760bf3b02","2022-05-28 01:37:55 UTC",NA,"1a457ca2-d3d6-41c4-a69e-3e14190fd966","BAG21",21:37:00,15.2,"Emergent Vegetation (Lower than 1m)",15.3,"5c69ecf3-f5e7-4d53-81c0-c2ffb62a5bd2"
"96","a1446f15-b461-4737-a93c-f9814d9d1c59","2022-05-28 01:41:23 UTC",NA,"1a457ca2-d3d6-41c4-a69e-3e14190fd966","BAG13",21:41:00,15.5,"Water",15.5,"f8308892-7011-4b62-bbda-50fef15932bb"
"97","cc419f86-8000-45e8-9caf-32d5aa5dee96","2022-05-28 01:12:13 UTC",NA,"e7acbc0b-f947-4246-b907-1d0389906d8e","BAG18",21:12:00,18.1,"Water",18.3,"ac68522c-13b6-4278-b683-425708855545"
"98","bb06e04a-5264-4fc3-9b14-a6f84e85fe1f","2022-05-28 01:24:47 UTC",NA,"e7acbc0b-f947-4246-b907-1d0389906d8e","BAG19",21:24:00,16.7,"Wet ground",16.7,"5b3686a2-3909-48e9-a24c-08009e51a745"
"99","c7dfb15e-24d5-4c89-a3d1-2bb136b13af1","2022-05-28 01:29:14 UTC",NA,"e7acbc0b-f947-4246-b907-1d0389906d8e","BAG12",21:29:00,NA,NA,NA,"5000b793-29fd-4312-a71b-4de60f840f21"
"100","5da0c08e-a2d6-443c-85ba-eadee4db4a98","2022-05-28 01:51:03 UTC",NA,"e7acbc0b-f947-4246-b907-1d0389906d8e","BAG15",21:51:00,16.8,"Water",16.8,"f6620b6a-3bef-482c-b0bd-4f6ba86e511b"
"101","ee9b6db3-eb9d-46d6-aa54-da275a806eae","2022-05-28 14:55:48 UTC",NA,"080fd78e-2010-4b2e-8ffd-ebff0da31da8","BAG10",10:55:00,15.2,"Wet ground",15.5,"8a115429-6492-4b21-a51e-dbb3b559b455"
"102","eaf27f98-adc2-4b2b-a561-2419d0b41e12","2022-05-28 15:14:15 UTC",NA,"080fd78e-2010-4b2e-8ffd-ebff0da31da8","BAG08",11:14:00,15,"Wet ground",15.1,"a9508a99-a95a-4832-bba7-f217ff644974"
"103","a87c5038-4166-4781-898d-ef93c0bf958c","2022-05-28 15:19:40 UTC",NA,"080fd78e-2010-4b2e-8ffd-ebff0da31da8","BAG09",11:19:00,15.4,"Wet ground",15.5,"8f25b80d-5190-4173-83c9-e7e02c8349dc"
"104","b164e0ca-2f71-4739-a4cd-f0b70edd6845","2022-05-28 15:23:01 UTC",NA,"080fd78e-2010-4b2e-8ffd-ebff0da31da8","BAG07",11:23:00,15.3,"Wet ground",16.6,"87c8fa3d-743d-461d-bf45-32a8a9060884"
