"","fulcrum_id","created_at","fulcrum_parent_id","bag_id","species_capture","species_capture_other","capture_type","capture_type_other","capture_mark_recapture","life_stage","life_stage_other","sex","sex_other","snout_vent_length","body_and_bag_mass","bag_mass","body_mass","bd_swab_tube_id","bacterial_swab_tube_id","mucusome_id","amp_id_1","amp_id_2","amp_id_3","amp_id_4","antibody_id_1","antibody_id_2","antibody_id_3","antibody_id_4","toe_clip_tube_id","capture_comments"
"66","3bfb71ea-5712-404d-b6a4-c23ff2ee59d1","2022-06-15 05:22:13 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG28","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","1b9f8665-c3ac-4d3e-be97-eaa2e9c65e63","2022-06-15 05:22:24 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG01","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","1947b965-b197-455f-ac66-662565d02e55","2022-06-15 05:22:40 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG06","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","ba79308d-534a-408f-8977-11d5bf0f7758","2022-06-15 05:23:29 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG38","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","55599998-64f9-4b53-9e85-d00d916b91b5","2022-06-15 05:24:08 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG33","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","484e62e3-f8fe-4502-afdb-57e5213f47d4","2022-06-16 03:44:18 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG07","Rana catesbeiana",NA,"Recapture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","bda1ce9b-a024-4bed-8700-e62e3307910b","2022-06-16 03:44:56 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG07","Rana catesbeiana",NA,"Recapture",NA,"c4905edc-42ee-4512-a1f9-e8a8a4e80096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","eff043e5-161e-479c-ab00-88409ea55952","2022-06-16 03:47:11 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG30","Rana catesbeiana",NA,"New",NA,"c89bae24-af5a-439e-92e1-88086d91943e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","63c431ff-e0ab-429b-8d1d-70858f2255eb","2022-06-16 03:47:39 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG15","Rana catesbeiana",NA,"Recapture",NA,"bf848a34-2be6-4ae6-933b-9970d040119d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","4e4e3438-964d-40f7-9c3b-bdd47c9e92ce","2022-06-16 03:49:06 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG40","Rana catesbeiana",NA,"Recapture",NA,"19941e3c-38ef-423c-8214-8c92c8ca7310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","d3fa0fd1-a962-432f-9a74-781373fbac8f","2022-06-16 03:49:48 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG34","Rana catesbeiana",NA,"Recapture",NA,"6ac597e0-3a45-417f-94fc-2c1056567207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","4c315ec4-ddf1-4a12-91e6-fd02fd35583f","2022-06-16 03:50:26 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG24","Rana catesbeiana",NA,"Recapture",NA,"46fa1fbc-d543-4de6-b918-875fc187e785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2f81cf2f-0e79-44bb-ac88-166301758eb6","2022-06-16 03:50:56 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG20","Rana catesbeiana",NA,"Recapture",NA,"48e11475-5f4e-47ee-9b31-cca48bd2ceff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","ae36a60d-14fa-4fbc-8726-4c1880e8c499","2022-06-16 03:52:02 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG32","Rana catesbeiana",NA,"Recapture",NA,"e41751ce-c321-414a-88b7-5ba53ec17474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","12e53c73-7be0-4e64-ba92-f24e63538e2c","2022-06-16 03:52:33 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG01","Rana catesbeiana",NA,"Recapture",NA,"dcb1e4ad-0ab1-479a-8a3c-e0b5252e834e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","7a338cc7-ab8f-495a-a7c4-88fd987c33cf","2022-06-16 03:53:13 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG27","Rana catesbeiana",NA,"Recapture",NA,"1f50ba3d-7b4a-4ab3-9460-b2594c1705b7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","bf9d28bd-0e4e-4bbd-90aa-6ebf1dfce0e2","2022-06-16 03:58:06 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG29","Hyla versicolor",NA,"New",NA,NA,"Adult",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","c78c4a39-fc3f-4271-9b45-dcaa2b3b169c","2022-06-16 03:58:34 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG04","Hyla versicolor",NA,"New",NA,NA,"Adult",NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","8e57521a-c765-4145-9a96-904d838281f6","2022-06-16 03:59:45 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG26","Hyla versicolor",NA,"New",NA,NA,"Adult",NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","bf7445ef-0ed5-4531-a052-33b9e505601e","2022-06-16 04:00:42 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG03","Hyla versicolor",NA,"New",NA,NA,"Adult",NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","957d8787-d0f6-4d0f-b320-f715e5573f41","2022-06-16 04:01:16 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG25","Hyla versicolor",NA,"New",NA,NA,"Adult",NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","e70687ec-0993-42ad-a9f1-cea7f9724d0b","2022-06-16 04:02:14 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG10","Hyla versicolor",NA,"New",NA,NA,"Adult",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","e5ffd432-698c-4965-a5da-b8caa20d0100","2022-06-16 04:02:37 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG17","Rana clamitans",NA,"New",NA,NA,"Juvenile",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","858ec69b-ee50-4af4-80e6-a03d239c0804","2022-06-16 04:02:54 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG21","Rana clamitans",NA,"New",NA,NA,"Juvenile",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","1944a81b-0517-4ac3-9c94-6673ec48cb5a","2022-06-16 04:03:10 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG13","Rana clamitans",NA,"New",NA,NA,"Juvenile",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","becb2367-9f12-4c97-b5e9-e46771a5572c","2022-06-16 15:55:11 UTC","126062c3-8e1c-4a2f-ac5e-c97484ac4dd5","BAG00","Negative Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BdSwab00130","BacSwab00129","MucBath00037","AMPBath00037",NA,NA,NA,"AntiBod00037",NA,NA,NA,NA,NA
"92","23ad3cb2-d3ab-46e0-a77e-459cdfdc1f1f","2022-06-15 03:34:30 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG12","Rana catesbeiana",NA,"New",NA,"101cbb74-1941-4e63-8715-f7f42cde7cfd","Juvenile",NA,"Unknown",NA,66.2,27.5,4.5,23,"BDSwab00101","BacSwab00101","MucBath00032","AMPBath00032",NA,NA,NA,"AntiBod00032",NA,NA,NA,"ToeClip00027",NA
"93","327271d7-2534-4f12-bfb0-5d9e2ba3da22","2022-06-15 03:43:51 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG54","Rana catesbeiana",NA,"New",NA,"ef73b9a9-43fd-4665-b62b-e5e56d78c7a9","Adult",NA,"Female",NA,79,57,4.9,52.1,"BDSwab00102","BacSwab00102","MucBath00033","AMPBath00033",NA,NA,NA,"AntiBod00033",NA,NA,NA,"ToeClip00033",NA
"94","e4962054-9ae7-4bd3-bdb1-1b31dc59e071","2022-06-15 03:45:20 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG03","Rana catesbeiana",NA,"New",NA,"97bb8950-1465-4772-a546-f3f8106acdf3","Juvenile",NA,"Unknown",NA,60.9,24.5,4.3,20.2,"BDSwab00103","BacSwab00103","MucBath00034","AMPBath00034",NA,NA,NA,"AntiBod00034",NA,NA,NA,"ToeClip00026",NA
"95","66971cf8-64f2-4fe7-ad6b-c0c841b33a59","2022-06-15 03:46:56 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG18","Rana catesbeiana",NA,"New",NA,"82e477df-ef00-43cc-8721-9d137188b8c7","Juvenile",NA,"Unknown",NA,51.8,21.25,6.1,15.15,"BDSwab00104","BacSwab00104","MucBath00035","AMPBath00035",NA,NA,NA,"AntiBod00035",NA,NA,NA,"ToeClip00037",NA
"96","a8bb9187-fee9-4d4c-813f-aa406f0725ed","2022-06-15 03:48:34 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG22","Rana catesbeiana",NA,"New",NA,"c5898625-fa67-4f6a-9c95-da4465952f01","Adult",NA,"Female",NA,76.1,52,5.5,46.5,"BDSwab00105","BacSwab00105","MucBath00036","AMPBath00036",NA,NA,NA,"AntiBod00036",NA,NA,NA,"ToeClip00035",NA
"97","7d2c2c16-e00d-4f00-a9b2-b1df0f50b701","2022-06-15 03:50:42 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG29","Rana catesbeiana",NA,"New",NA,"2859fdf8-a928-458f-8c3c-361801d10e96","Adult",NA,"Female",NA,65.7,28.75,4.1,24.65,"BDSwab00093","BacSwab00093",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00038",NA
"98","4d7ba195-e252-4844-9672-a2a34728c764","2022-06-15 03:53:37 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG07","Rana catesbeiana",NA,"New",NA,"81585871-9ebb-48c5-8382-e6b89692b176","Adult",NA,"Male",NA,105.9,126.35,7.7,118.65,"BDSwab00094","BacSwab00094",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00031",NA
"99","9f24a865-1e8c-42de-9d63-1c2276f2b73a","2022-06-15 03:56:26 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG27","Rana catesbeiana",NA,"New",NA,"ef5d43f9-6489-4800-94c1-790c88e83ecc","Adult",NA,"Female",NA,131.1,200,0,200,"BDSwab00095","BacSwab00095",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00025",NA
"100","a3d84320-bbf2-4ce2-8d56-108fd0ab475a","2022-06-15 04:00:02 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG55","Rana catesbeiana",NA,"New",NA,"1765ee31-72c2-4dee-8dde-bf99a1058bfa","Adult",NA,"Female",NA,NA,200,0,200,"BDSwab00096","BacSwab00096",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00024",NA
"101","171f8996-4f3b-4b4f-87a7-327ef7229342","2022-06-15 04:03:27 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG02","Rana catesbeiana",NA,"New",NA,"2760d35a-5840-4355-84a1-7c9874ef122e","Juvenile",NA,"Unknown",NA,50.3,15.25,3.3,11.95,"BDSwab00097","BacSwab00097",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00036",NA
"102","fdadf93f-7e1a-48fc-ae0e-2a08884f4add","2022-06-15 04:05:14 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG16","Rana catesbeiana",NA,"New",NA,"e3942673-21fa-45e3-a580-81dc0e8fc6c3","Adult",NA,"Male",NA,94.1,115.23,11.23,104,"BDSwab00098","BacSwab00098",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00029",NA
"103","3867bbd6-cd37-45c5-94ee-19511d700acc","2022-06-15 04:07:35 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG00","Rana catesbeiana",NA,"New",NA,"ab5a2862-c3d6-4d6d-9a9b-68459791aeca","Adult",NA,"Female",NA,109.2,165.95,3.57,162.38,"BDSwab00099","BacSwab00099",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00030",NA
"104","ea2f93f2-6f0c-4c43-abc3-0d5130ea93bc","2022-06-15 04:11:18 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG24","Rana catesbeiana",NA,"New",NA,"ec74f99e-2391-43a8-8929-957e37384ab5","Juvenile",NA,"Unknown",NA,56.1,20,4.3,15.7,"BDSwab00100","BacSwab00100",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00023",NA
"105","fa085f2c-5f59-462a-95ea-e42aabfb4159","2022-06-15 04:35:59 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG13","Rana catesbeiana",NA,"New",NA,"822e5f53-df47-4e14-98c1-37a397341017","Juvenile",NA,"Unknown",NA,50.8,16.75,4,12.75,"BDSwab00106","BacSwab00106",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00032",NA
"106","9dbe9e56-0900-4024-92df-aa5cd2d188ae","2022-06-15 04:37:45 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG20","Rana catesbeiana",NA,"New",NA,"d5ac57ec-61e0-4bf7-a8b6-d326e97444b3","Juvenile",NA,"Unknown",NA,48.6,14,4.5,9.5,"BDSwab00107","BacSwab00107",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00034",NA
"107","9034016f-7221-4417-b570-29c0e3c5a716","2022-06-15 05:16:45 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG04","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","1486edb7-14e4-4220-90e9-f6617997e449","2022-06-15 05:17:47 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG05","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","ba2bab82-0cd1-415b-856d-93fb5e4b17bd","2022-06-15 05:18:03 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG51","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","b32ccab0-de4f-480d-8c96-679a5563d39d","2022-06-15 05:19:05 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG44","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","91495daf-f2bb-4e3a-b4ef-4f987b0b03af","2022-06-15 05:19:13 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG15","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","cec94330-4d9b-4b53-89d3-c8c1472bbd7a","2022-06-15 05:19:20 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG14","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","7225044d-7896-403a-84f2-2a5b1e65de20","2022-06-15 05:19:27 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG43","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","666554f1-e884-4b1d-9131-eae200185aa2","2022-06-15 05:19:39 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG60","Hyla versicolor",NA,NA,NA,NA,"Adult",NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","e31a43cf-cc9c-48ce-91fd-c5b818dc4331","2022-06-15 05:19:59 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG31","Hyla versicolor",NA,NA,NA,NA,"Adult",NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","d76090e1-49dc-480f-9863-aa2538bcb25d","2022-06-15 05:20:19 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG58","Hyla versicolor",NA,NA,NA,NA,"Adult",NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","b2390006-d010-46f4-8cd8-465eef5e64ae","2022-06-15 05:20:57 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG00","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","405fb0e9-acf9-4faf-8088-4d71c13359f8","2022-06-15 05:22:05 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG19","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","3bfb71ea-5712-404d-b6a4-c23ff2ee59d1","2022-06-15 05:22:13 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG28","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","1b9f8665-c3ac-4d3e-be97-eaa2e9c65e63","2022-06-15 05:22:24 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG01","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","1947b965-b197-455f-ac66-662565d02e55","2022-06-15 05:22:40 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG06","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Female",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","ba79308d-534a-408f-8977-11d5bf0f7758","2022-06-15 05:23:29 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG38","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","55599998-64f9-4b53-9e85-d00d916b91b5","2022-06-15 05:24:08 UTC","35459c4d-084b-45e2-b535-bec961964109","BAG33","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","484e62e3-f8fe-4502-afdb-57e5213f47d4","2022-06-16 03:44:18 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG07","Rana catesbeiana",NA,"Recapture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","bda1ce9b-a024-4bed-8700-e62e3307910b","2022-06-16 03:44:56 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG07","Rana catesbeiana",NA,"Recapture",NA,"c4905edc-42ee-4512-a1f9-e8a8a4e80096",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","eff043e5-161e-479c-ab00-88409ea55952","2022-06-16 03:47:11 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG30","Rana catesbeiana",NA,"New",NA,"c89bae24-af5a-439e-92e1-88086d91943e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","63c431ff-e0ab-429b-8d1d-70858f2255eb","2022-06-16 03:47:39 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG15","Rana catesbeiana",NA,"Recapture",NA,"bf848a34-2be6-4ae6-933b-9970d040119d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","4e4e3438-964d-40f7-9c3b-bdd47c9e92ce","2022-06-16 03:49:06 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG40","Rana catesbeiana",NA,"Recapture",NA,"19941e3c-38ef-423c-8214-8c92c8ca7310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","d3fa0fd1-a962-432f-9a74-781373fbac8f","2022-06-16 03:49:48 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG34","Rana catesbeiana",NA,"Recapture",NA,"6ac597e0-3a45-417f-94fc-2c1056567207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","4c315ec4-ddf1-4a12-91e6-fd02fd35583f","2022-06-16 03:50:26 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG24","Rana catesbeiana",NA,"Recapture",NA,"46fa1fbc-d543-4de6-b918-875fc187e785",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2f81cf2f-0e79-44bb-ac88-166301758eb6","2022-06-16 03:50:56 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG20","Rana catesbeiana",NA,"Recapture",NA,"48e11475-5f4e-47ee-9b31-cca48bd2ceff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","ae36a60d-14fa-4fbc-8726-4c1880e8c499","2022-06-16 03:52:02 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG32","Rana catesbeiana",NA,"Recapture",NA,"e41751ce-c321-414a-88b7-5ba53ec17474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","12e53c73-7be0-4e64-ba92-f24e63538e2c","2022-06-16 03:52:33 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG01","Rana catesbeiana",NA,"Recapture",NA,"dcb1e4ad-0ab1-479a-8a3c-e0b5252e834e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","7a338cc7-ab8f-495a-a7c4-88fd987c33cf","2022-06-16 03:53:13 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG27","Rana catesbeiana",NA,"Recapture",NA,"1f50ba3d-7b4a-4ab3-9460-b2594c1705b7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","bf9d28bd-0e4e-4bbd-90aa-6ebf1dfce0e2","2022-06-16 03:58:06 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG29","Hyla versicolor",NA,"New",NA,NA,"Adult",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","c78c4a39-fc3f-4271-9b45-dcaa2b3b169c","2022-06-16 03:58:34 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG04","Hyla versicolor",NA,"New",NA,NA,"Adult",NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","8e57521a-c765-4145-9a96-904d838281f6","2022-06-16 03:59:45 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG26","Hyla versicolor",NA,"New",NA,NA,"Adult",NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","bf7445ef-0ed5-4531-a052-33b9e505601e","2022-06-16 04:00:42 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG03","Hyla versicolor",NA,"New",NA,NA,"Adult",NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","957d8787-d0f6-4d0f-b320-f715e5573f41","2022-06-16 04:01:16 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG25","Hyla versicolor",NA,"New",NA,NA,"Adult",NA,"Male",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","e70687ec-0993-42ad-a9f1-cea7f9724d0b","2022-06-16 04:02:14 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG10","Hyla versicolor",NA,"New",NA,NA,"Adult",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","e5ffd432-698c-4965-a5da-b8caa20d0100","2022-06-16 04:02:37 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG17","Rana clamitans",NA,"New",NA,NA,"Juvenile",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
