"","fulcrum_id","created_at","fulcrum_parent_id","bag_id","species_capture","species_capture_other","capture_type","capture_type_other","capture_mark_recapture","life_stage","life_stage_other","sex","sex_other","snout_vent_length","body_and_bag_mass","bag_mass","body_mass","bd_swab_tube_id","bacterial_swab_tube_id","mucusome_id","amp_id_1","amp_id_2","amp_id_3","amp_id_4","antibody_id_1","antibody_id_2","antibody_id_3","antibody_id_4","toe_clip_tube_id","capture_comments"
"142","858ec69b-ee50-4af4-80e6-a03d239c0804","2022-06-16 04:02:54 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG21","Rana clamitans",NA,"New",NA,NA,"Juvenile",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","1944a81b-0517-4ac3-9c94-6673ec48cb5a","2022-06-16 04:03:10 UTC","b82ef658-6da6-49f1-bc68-1db0d1a83705","BAG13","Rana clamitans",NA,"New",NA,NA,"Juvenile",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","becb2367-9f12-4c97-b5e9-e46771a5572c","2022-06-16 15:55:11 UTC","126062c3-8e1c-4a2f-ac5e-c97484ac4dd5","BAG00","Negative Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BdSwab00130","BacSwab00129","MucBath00037","AMPBath00037",NA,NA,NA,"AntiBod00037",NA,NA,NA,NA,NA
"145","f45dc64f-d3a7-4895-a199-72f1a9fccbe6","2022-06-15 04:54:53 UTC","6f4b6963-3db7-4f99-9ba3-31687df5d589","BAG32","Hyla versicolor",NA,NA,NA,NA,"Adult",NA,"Male",NA,42.7,10,2.8,7.2,"BdSwab00108","BacSwab00108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","6a1a4223-f65f-49be-9c04-67164f83a6f5","2022-06-15 04:58:35 UTC","6f4b6963-3db7-4f99-9ba3-31687df5d589","BAG23","Hyla versicolor",NA,NA,NA,NA,"Adult",NA,"Male",NA,43.5,10.5,3.3,7.2,"BdSwab00109","BacSwab00109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","a6a7075f-2360-40d2-a38e-edd780705c6c","2022-06-15 05:01:29 UTC","6f4b6963-3db7-4f99-9ba3-31687df5d589","BAG34","Hyla versicolor",NA,NA,NA,NA,"Adult",NA,"Male",NA,38.8,9.1,2.9,6.2,"BdSwab00110","BacSwab00110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","d4c7cd2b-5e0c-4f91-a795-034eb91bb50c","2022-06-15 05:04:35 UTC","6f4b6963-3db7-4f99-9ba3-31687df5d589","BAG21","Hyla versicolor",NA,NA,NA,NA,"Adult",NA,"Male",NA,46.3,11.75,2.8,8.95,"BdSwab00111","BacSwab00111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","03da854c-5204-49a7-a1bd-faf32a42b1c6","2022-06-15 05:07:50 UTC","6f4b6963-3db7-4f99-9ba3-31687df5d589","BAG26","Hyla versicolor",NA,NA,NA,NA,"Adult",NA,"Male",NA,42.6,10.5,3,7.5,"BdSwab00112","BacSwab00112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","46ac1d40-284a-40f6-8756-1fab1e9048be","2022-06-15 05:12:14 UTC","6f4b6963-3db7-4f99-9ba3-31687df5d589","BAG25","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Male",NA,64.7,33,6.3,26.7,"BdSwab00113","BacSwab00113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","7c20642c-f477-44b7-8b0d-e33b653c8d4a","2022-06-15 05:15:47 UTC","6f4b6963-3db7-4f99-9ba3-31687df5d589","BAG47","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Female",NA,76.6,46,4.25,41.75,"BdSwab00114","BacSwab00114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2d8f77a0-e03d-4b6d-ad36-f7f358663ba3","2022-06-15 05:17:29 UTC","6f4b6963-3db7-4f99-9ba3-31687df5d589","BAG08","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Female",NA,83.1,58,2.7,55.3,"BdSwab00115","BacSwab00115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","b79e5e4a-372d-449d-9436-0f6ad2c00875","2022-06-15 05:21:57 UTC","6f4b6963-3db7-4f99-9ba3-31687df5d589","BAG10","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Male",NA,59.3,24.5,4.4,20.1,"BdSwab00116","BacSwab00116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","45bdeaf9-6007-477a-bf6b-39f328277503","2022-06-15 05:23:45 UTC","6f4b6963-3db7-4f99-9ba3-31687df5d589","BAG17","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Female",NA,76.9,48,3,45,"BdSwab00117","BacSwab00117",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","f47de147-5b09-4a0d-a420-d1b054969d15","2022-06-16 03:43:13 UTC","6c6c44e0-d829-4ebd-a93a-e4455911db4f","BAG19","Rana catesbeiana",NA,"New",NA,"eef50f93-4714-4b9d-83f3-38877ef9511e","Adult",NA,"Female",NA,61.6,27.75,3.86,23.89,"BdSwab00119","BacSwab00118",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00047",NA
"156","08bcccb5-3f7f-4de3-9507-51b18dec4293","2022-06-16 03:50:22 UTC","6c6c44e0-d829-4ebd-a93a-e4455911db4f","BAG39","Rana catesbeiana",NA,"New",NA,"d3cc244d-a85c-48d7-b1cc-f33fee6ba646","Adult",NA,"Female",NA,68,45,6.2,38.8,"BdSwab00120","BacSwab00119",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00049",NA
"157","85f9892e-65a0-4192-bbec-478984a6c248","2022-06-16 03:53:19 UTC","6c6c44e0-d829-4ebd-a93a-e4455911db4f","BAG46","Rana catesbeiana",NA,"New",NA,"56e06ef3-fadc-4fc3-b859-fc389d7bc595","Juvenile",NA,"Unknown",NA,49,17.25,3.5,13.75,"BdSwab00121","BacSwab00120",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00048",NA
"158","8e98810b-7973-41ff-97bd-320254f0736d","2022-06-16 03:57:43 UTC","6c6c44e0-d829-4ebd-a93a-e4455911db4f","BAG31","Rana catesbeiana",NA,"New",NA,"ff73589f-9a3b-478a-a037-9c5b77345de7","Juvenile",NA,"Unknown",NA,48.3,153,3,150,"BdSwab00122","BacSwab00121",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00046",NA
"159","3790bac1-83bb-478b-9f58-831704210fee","2022-06-16 04:00:23 UTC","6c6c44e0-d829-4ebd-a93a-e4455911db4f","BAG16","Rana catesbeiana",NA,"New",NA,"83e40ed5-1445-4629-8776-c1ebb83751ee","Adult",NA,"Female",NA,52.9,19.75,5.5,14.25,"BdSwab00123","BacSwab00122",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00045",NA
"160","d59bbc53-eaf9-4658-ba4d-ea7a756f641b","2022-06-16 04:03:25 UTC","6c6c44e0-d829-4ebd-a93a-e4455911db4f","BAG02","Rana catesbeiana",NA,"New",NA,"a0f86611-a4af-4302-be8f-101fc4086316","Adult",NA,"Female",NA,74,49,4.2,44.8,"BdSwab00124","BacSwab00123",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00044",NA
"161","54c309e4-9a44-4086-a6b7-fbb5bdabd16b","2022-06-16 04:05:07 UTC","6c6c44e0-d829-4ebd-a93a-e4455911db4f","BAG11","Rana catesbeiana",NA,"New",NA,"9600f036-7dd5-4bb1-bb9b-418cf4a3eae8","Adult",NA,"Female",NA,87.4,77,3.3,73.7,"BdSwab00125","BacSwab00124",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00042",NA
"162","598ef6f4-98cc-4c71-8cca-00f9f78b3ab0","2022-06-16 04:07:34 UTC","6c6c44e0-d829-4ebd-a93a-e4455911db4f","BAG33","Rana catesbeiana",NA,"New",NA,"f60ad4f5-9555-47ff-a10b-8071677624e1","Adult",NA,"Female",NA,62.8,34,5.7,28.3,"BdSwab00126","BacSwab00125",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00043",NA
"163","954e5c20-ea3f-4b99-82f6-22207a42dc33","2022-06-16 04:10:07 UTC","6c6c44e0-d829-4ebd-a93a-e4455911db4f","BAG22","Rana catesbeiana",NA,"New",NA,"a1722807-aa8a-485e-b90c-ae0988994734","Juvenile",NA,"Unknown",NA,47.8,17.75,2.9,14.85,"BdSwab00127","BacSwab00126",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00041",NA
"164","7abfee49-d8db-4cee-a57c-ba5dac5fa81e","2022-06-16 04:13:41 UTC","6c6c44e0-d829-4ebd-a93a-e4455911db4f","BAG09","Rana catesbeiana",NA,"New",NA,"318943b4-4ffb-4a2b-997c-50b016b180d0","Juvenile",NA,"Unknown",NA,44.1,15,3.5,11.5,"BdSwab00128","BacSwab00127",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00039",NA
"165","8178d50b-09f4-4d00-b311-cffa4e1bdd48","2022-06-16 04:15:36 UTC","6c6c44e0-d829-4ebd-a93a-e4455911db4f","BAG18","Rana catesbeiana",NA,"New",NA,"387470d6-e8ac-4a74-b51a-a00b7579b6a3","Adult",NA,"Female",NA,50,24.5,4,20.5,"BdSwab00129","BacSwab00128",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00040",NA
"166","087726c9-f2d8-4391-9119-a922f1b24ddd","2022-06-22 16:29:11 UTC","8d311105-b915-4fe3-840f-0297ab7003dd","BAG16","Eurycea bislineata",NA,NA,NA,NA,"Adult",NA,"Unknown",NA,53.4,3.5,3.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","4ba2da71-6478-4526-bb08-9f4cf4f0f022","2022-06-22 16:34:15 UTC","8d311105-b915-4fe3-840f-0297ab7003dd","BAG53","Pseudotriton ruber",NA,NA,NA,NA,"Adult",NA,"Unknown",NA,135.9,14,2.2,11.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","6f5e0675-4581-48fb-8b9b-8b7d812fd0a0","2022-06-22 16:38:09 UTC","8d311105-b915-4fe3-840f-0297ab7003dd","BAG48","Desmognathus ochrophaeus",NA,NA,NA,NA,"Adult",NA,"Unknown",NA,65.4,4.9,3.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","c2553549-3664-46cb-ad4e-e6fe79a1bc7e","2022-06-22 16:41:12 UTC","8d311105-b915-4fe3-840f-0297ab7003dd","BAG29","Desmognathus fuscus",NA,NA,NA,NA,"Adult",NA,"Unknown",NA,58.2,3.3,2.8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","a82804b5-8f3d-4536-96e5-21e6f974bc6d","2022-06-22 16:44:56 UTC","8d311105-b915-4fe3-840f-0297ab7003dd","BAG17","Desmognathus fuscus",NA,NA,NA,NA,"Adult",NA,"Unknown",NA,88.7,3.8,2.9,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2c675cdd-ad4a-4c08-9412-d998aa177edf","2022-06-22 16:47:06 UTC","8d311105-b915-4fe3-840f-0297ab7003dd","BAG15","Desmognathus ochrophaeus",NA,NA,NA,NA,"Adult",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","592fe7fe-02d3-4925-a7ec-22c67ea17092","2022-06-22 16:47:40 UTC","8d311105-b915-4fe3-840f-0297ab7003dd","BAG13","Desmognathus fuscus",NA,NA,NA,NA,"Adult",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","808ea826-1c1a-4061-8329-42e2079d4b9a","2022-06-22 16:48:01 UTC","8d311105-b915-4fe3-840f-0297ab7003dd","BAG49","Eurycea bislineata",NA,NA,NA,NA,"Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","a7f8f725-49fb-45a6-9703-d5ca355e2947","2022-06-22 16:48:16 UTC","8d311105-b915-4fe3-840f-0297ab7003dd","BAG19","Unknown",NA,NA,NA,NA,"Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","a23b3583-33e3-4409-9701-22caa41400e0","2022-06-22 16:49:39 UTC","8d311105-b915-4fe3-840f-0297ab7003dd","BAG57","Unknown",NA,NA,NA,NA,"Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","f9809349-5b58-45a4-b371-1fca6afb2ce4","2022-06-22 16:50:09 UTC","8d311105-b915-4fe3-840f-0297ab7003dd","BAG50","Unknown",NA,NA,NA,NA,"Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","48b22295-2b4f-4f73-bb9f-bbace5a4de57","2022-06-22 16:50:17 UTC","8d311105-b915-4fe3-840f-0297ab7003dd","BAG05","Unknown",NA,NA,NA,NA,"Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2e4f4a3a-4a17-4887-bbf8-5df66725f525","2022-06-22 16:50:28 UTC","8d311105-b915-4fe3-840f-0297ab7003dd","BAG18","Unknown",NA,NA,NA,NA,"Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","aaa280ae-2814-4e29-8642-f2e7cd977b47","2022-06-22 16:50:37 UTC","8d311105-b915-4fe3-840f-0297ab7003dd","BAG03","Eurycea bislineata",NA,NA,NA,NA,"Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","f3385e89-1d53-483b-8d91-f8ca996338fd","2022-06-22 16:55:13 UTC","8d311105-b915-4fe3-840f-0297ab7003dd","BAG45","Eurycea bislineata",NA,NA,NA,NA,"Adult",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","5711df8c-92d6-4200-88f9-c3ad2e8246f0","2022-06-23 16:57:48 UTC","dafc8d8c-039a-48a2-b340-b2e8f9bdf16d","BAG11","Plethodon glutinosus",NA,NA,NA,NA,NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2911de79-cd6c-4290-aa67-45d73e670721","2022-06-23 16:59:25 UTC","dafc8d8c-039a-48a2-b340-b2e8f9bdf16d","BAG95","Desmognathus fuscus",NA,NA,NA,NA,"Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","ddcc9f61-1840-49ed-b874-f77db4465bb0","2022-06-23 16:59:56 UTC","dafc8d8c-039a-48a2-b340-b2e8f9bdf16d","BAG07","Desmognathus fuscus",NA,NA,NA,NA,"Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","4e7af8cc-932a-4154-ab61-a349ee9fd3c7","2022-06-23 17:00:07 UTC","dafc8d8c-039a-48a2-b340-b2e8f9bdf16d","BAG12","Desmognathus fuscus",NA,NA,NA,NA,"Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","4170cfca-c901-4b50-ace4-f557e571b475","2022-06-23 17:00:17 UTC","dafc8d8c-039a-48a2-b340-b2e8f9bdf16d","BAG97","Desmognathus fuscus",NA,NA,NA,NA,"Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","c51930ff-cc21-426b-ab3e-10ecd8a462df","2022-06-23 17:00:58 UTC","dafc8d8c-039a-48a2-b340-b2e8f9bdf16d","BAG23","Unknown",NA,NA,NA,NA,"Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","02471dfc-8856-46df-9b3f-0f21ca198ad6","2022-06-23 17:02:11 UTC","dafc8d8c-039a-48a2-b340-b2e8f9bdf16d","BAG73","Plethodon cinereus",NA,NA,NA,NA,"Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","03431e3b-ed61-43e9-a995-62506d52f68c","2022-06-23 17:03:29 UTC","dafc8d8c-039a-48a2-b340-b2e8f9bdf16d","BAG92","Desmognathus ochrophaeus",NA,NA,NA,NA,"Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","cc48af0b-d41d-4a90-ad93-ecc41fb021e3","2022-06-23 17:10:33 UTC","dafc8d8c-039a-48a2-b340-b2e8f9bdf16d","BAG08","Unknown",NA,NA,NA,NA,"Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","57b66f62-c70c-42fc-b3ad-0bd521d76968","2022-06-23 16:37:18 UTC","c61de78b-232b-4de7-adc8-3498d141ea74","BAG35","Notophthalmus viridescens",NA,NA,NA,NA,"Adult",NA,"Unknown",NA,66,4.6,3.2,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","85c6c2bf-dd15-4b51-b7ec-40fd8049ffb8","2022-06-23 16:42:09 UTC","c61de78b-232b-4de7-adc8-3498d141ea74","BAG10","Desmognathus fuscus",NA,NA,NA,NA,"Adult",NA,"Unknown",NA,93,5.7,2.6,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","e4a556b8-67a8-4d79-9a22-759859003a80","2022-06-23 16:44:50 UTC","c61de78b-232b-4de7-adc8-3498d141ea74","BAG07","Plethodon glutinosus",NA,NA,NA,NA,NA,"Unknown","Unknown",NA,40.4,2.9,2.7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","f882d3d3-0ee5-4b26-8e68-e7d64edde49f","2022-06-23 16:47:48 UTC","c61de78b-232b-4de7-adc8-3498d141ea74","BAG03","Desmognathus ochrophaeus",NA,NA,NA,NA,"Adult",NA,"Unknown",NA,63.6,3.2,2.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","e0d07d40-09c0-4067-a9b1-e711fc9e7210","2022-06-23 16:51:16 UTC","c61de78b-232b-4de7-adc8-3498d141ea74","BAG56","Eurycea bislineata",NA,NA,NA,NA,"Adult",NA,"Unknown",NA,80.7,4.8,2.8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","af58940d-2437-4bf6-b873-04d06f936b54","2022-06-23 16:54:36 UTC","c61de78b-232b-4de7-adc8-3498d141ea74","BAG05","Unknown",NA,NA,NA,NA,"Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","edf4e119-0be7-4296-839b-9c5343c7863d","2022-06-23 16:54:50 UTC","c61de78b-232b-4de7-adc8-3498d141ea74","BAG02","Unknown",NA,NA,NA,NA,"Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","077d1f07-de97-4aba-880f-a10888623de3","2022-06-23 16:55:08 UTC","c61de78b-232b-4de7-adc8-3498d141ea74","BAG04","Unknown",NA,NA,NA,NA,"Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","fdb74702-a7ff-4c55-8d6e-7ed89afc3786","2022-06-23 16:55:15 UTC","c61de78b-232b-4de7-adc8-3498d141ea74","BAG15","Unknown",NA,NA,NA,NA,"Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","09a5e4c3-4acc-4f65-a2d1-69342018660a","2022-06-23 16:55:25 UTC","c61de78b-232b-4de7-adc8-3498d141ea74","BAG09","Unknown",NA,NA,NA,NA,"Juvenile",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","946983ad-6704-441d-b736-b01402333954","2022-06-23 16:55:32 UTC","c61de78b-232b-4de7-adc8-3498d141ea74","BAG14","Desmognathus ochrophaeus",NA,NA,NA,NA,"Adult",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","ec6aeca5-9bb7-45e8-bd2b-f37938de61ea","2022-06-23 16:56:07 UTC","c61de78b-232b-4de7-adc8-3498d141ea74","BAG13","Desmognathus ochrophaeus",NA,NA,NA,NA,"Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","eb84da27-b083-48dc-83f1-a196ddf3ad3f","2022-06-23 16:56:21 UTC","c61de78b-232b-4de7-adc8-3498d141ea74","BAG52","Desmognathus ochrophaeus",NA,NA,NA,NA,"Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","feac7a96-dc03-4227-b34e-07f657ab7704","2022-06-23 16:56:31 UTC","c61de78b-232b-4de7-adc8-3498d141ea74","BAG06","Desmognathus ochrophaeus",NA,NA,NA,NA,"Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","708a8150-53c7-4460-adf0-e0153d3ad602","2022-06-23 16:56:40 UTC","c61de78b-232b-4de7-adc8-3498d141ea74","BAG41","Desmognathus ochrophaeus",NA,NA,NA,NA,"Adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","423368b2-4d49-471b-af4a-86da696ef52d","2022-06-24 02:26:39 UTC","730e37fe-a68e-42b9-8aa8-97c47eceb579","BAG84","Rana clamitans",NA,NA,NA,NA,"Adult",NA,"Female",NA,55.1,17.25,2.7,14.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","6bff2a56-e679-467f-b209-cee1a758d4f8","2022-06-24 02:29:42 UTC","730e37fe-a68e-42b9-8aa8-97c47eceb579","BAG87","Eurycea bislineata",NA,NA,NA,NA,"Adult",NA,"Unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","15726e63-04ad-46fa-8f93-e7e5c5f3377a","2022-06-28 04:09:42 UTC","d6bdf081-379b-4b0a-b37d-e15b8d183f95","BAG17","Rana catesbeiana",NA,"New",NA,"899fcb80-c8c2-4516-91e4-0fa4632f8088","Juvenile",NA,"Unknown",NA,49.1,17.5,3.2,14.3,"BdSwab00137","BacSwab00136","MucBath00038","AMPBath00048",NA,NA,NA,"AntiBod00048",NA,NA,NA,NA,NA
"208","85a0774a-5b82-4adb-ba44-9a21cae1076e","2022-06-28 04:13:40 UTC","d6bdf081-379b-4b0a-b37d-e15b8d183f95","BAG30","Rana catesbeiana",NA,"New",NA,"cb79fc19-c2e6-4494-b1d5-f49959af5222","Adult",NA,"Male",NA,106.7,120.1,3.8,116.3,"BdSwab00138","BacSwab00137","MucBath00039","AMPBath00039",NA,NA,NA,"AntiBod00039",NA,NA,NA,"ToeClip00055",NA
"209","cba3a03f-7d81-4c40-aa35-a8f0189f2365","2022-06-28 04:15:17 UTC","d6bdf081-379b-4b0a-b37d-e15b8d183f95","BAG26","Rana catesbeiana",NA,"New",NA,"a75be5cd-728d-465f-b54e-af161627da72","Adult",NA,"Female",NA,86.5,68.4,3.3,65.1,"BdSwab00139","BacSwab00138","MucBath00040","AMPBath00040",NA,NA,NA,"AntiBod00040",NA,NA,NA,"ToeClip00053",NA
"210","1f31a3bf-7238-4374-b71b-de24330086da","2022-06-28 04:16:21 UTC","d6bdf081-379b-4b0a-b37d-e15b8d183f95","BAG33","Rana catesbeiana",NA,"New",NA,"632f450d-9f6c-43bd-9976-695df4c08775","Adult",NA,"Female",NA,82.6,62.4,2.7,59.7,"BdSwab00140","BacSwab00139","MucBath00041","AMPBath00041",NA,NA,NA,"AntiBod00041",NA,NA,NA,"ToeClip00054",NA
"211","c04a82ad-7edf-49d0-99f7-91c4c10c1418","2022-06-28 04:17:18 UTC","d6bdf081-379b-4b0a-b37d-e15b8d183f95","BAG32","Rana catesbeiana",NA,"New",NA,"91538001-1bf7-4f1f-a977-104367bfd47f","Adult",NA,"Male",NA,108.1,142.8,13.4,129.4,"BdSwab00141","BacSwab00140","MucBath00042","AMPBath00042",NA,NA,NA,"AntiBod00042",NA,NA,NA,"ToeClip00058",NA
"212","532eb054-09cb-413f-89cc-ab500cb21baa","2022-06-28 04:20:01 UTC","d6bdf081-379b-4b0a-b37d-e15b8d183f95","BAG14","Rana catesbeiana",NA,"New",NA,"48a740cf-e5d5-4e21-9ebe-ad82bb63779c","Juvenile",NA,"Unknown",NA,60.2,20,2.5,17.5,"BdSwab00131","BacSwab00130",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00060",NA
"213","eebf0651-0992-4201-beea-86f91ad1cb36","2022-06-28 04:23:59 UTC","d6bdf081-379b-4b0a-b37d-e15b8d183f95","BAG05","Rana catesbeiana",NA,"New",NA,"cc1d980e-f963-485a-924c-1586b6d3bb51","Adult",NA,"Female",NA,80,57.4,3.4,54,"BdSwab00132","BacSwab00131",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00050",NA
"214","558121f4-4309-4658-bcdf-1f851a409a66","2022-06-28 04:26:21 UTC","d6bdf081-379b-4b0a-b37d-e15b8d183f95","BAG08","Rana catesbeiana",NA,"New",NA,"138ab2a0-17b2-414c-b388-d0bf2f832af9","Juvenile",NA,"Unknown",NA,56.7,19.2,3.2,16,"BdSwab00133","BacSwab00132",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00061",NA
"215","36aaf2a5-435f-46f8-b260-7d81232818cb","2022-06-28 04:29:16 UTC","d6bdf081-379b-4b0a-b37d-e15b8d183f95","BAG13","Rana catesbeiana",NA,"New",NA,"a629037a-271c-4f90-8184-061595de70a7","Adult",NA,"Female",NA,96.4,106.3,2.8,103.5,"BdSwab00134","BacSwab00133",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ToeClip00056",NA
"216","814e98d4-243a-4431-8eb8-40d6309642ba","2022-06-28 04:32:26 UTC","d6bdf081-379b-4b0a-b37d-e15b8d183f95","BAG00","Negative Control",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BdSwab00135","BacSwab00134","MucBath00043","AMPBath00043",NA,NA,NA,"AntiBod00043",NA,NA,NA,NA,NA
