"","X","fulcrum_id","created_at","observer","observer_other","date","location","start_time","end_time"
"1",1,"b45745d8-50c3-4b19-86f9-6dcdbf09c933","2022-05-27 00:58:02 UTC","Shane Robertson",NA,"2022-05-26","Wood Lab Pond","20:58:00","21:17:00"
