"fulcrum_id","created_at","location","species","capture_date","cmr_id","cmr_id_other"
"65c7286b-f471-435b-af6e-4a4063651f37","2022-07-19 04:48:46 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,"B3",NA
"c6f54a12-dd4a-46ff-9f3f-5be6f61ff59a","2022-07-19 04:54:36 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,"B4",NA
"6224d414-cf3c-4807-a334-0109b89ffdb0","2022-07-19 04:59:19 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,"A2A3",NA
"d38fccda-e902-401b-93da-dec996c3cab9","2022-07-19 05:02:09 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,"A2A4",NA
"0bca3ce7-1972-43d5-8b11-aafb54c5d54f","2022-07-19 05:07:36 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,"A3A4",NA
"eea7cf7e-02d5-47b3-a0e3-a7dfa6a1a8e1","2022-07-19 05:08:31 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,"A2B2",NA
"ef6f9883-d069-444d-8050-6b0572e648a0","2022-07-19 05:12:15 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,"A2B3",NA
"b83ae776-9cd2-425b-8ac9-3ae37efedb07","2022-07-19 05:17:06 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,"A2B4",NA
"de7f9b38-1720-42c3-bdaf-668a96278705","2022-07-19 05:21:22 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,"A3B2",NA
"de8d4a3a-1361-4887-b438-91f99f28a379","2022-07-19 05:26:13 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,"A3B3",NA
"85ef7934-300b-439d-80f9-d94c6f9d6d3b","2022-07-19 05:27:46 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,"A3B4",NA
"e64a0f7d-0fd9-4e42-b866-d86e5ef26f6d","2022-07-19 05:32:28 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,"A4B2",NA
"594d3511-1988-4888-b863-d7326fc8529e","2022-07-19 05:37:46 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,"A4B3",NA
"f12f4eb0-c5c0-400a-a4a2-a493eabc9b30","2022-07-19 05:40:46 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,"A4B4",NA
"3e3fa760-70f0-41a7-a516-8d1376dadf73","2022-07-19 05:46:38 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,NA,"A2A3B2"
"6a76f506-70d2-4a81-a19f-0b700e017596","2022-07-19 05:48:32 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,NA,"A2A3B3"
"f232f1b8-a105-45f4-8bcb-8f915e11d52b","2022-07-19 05:52:00 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,NA,"A2A3B4"
"88293a8d-01a6-4767-a187-59b39c7e4763","2022-07-19 05:56:36 UTC","Tuttle Pond",NA,2022-07-18,NA,"A2A4B2"
"5ff49a17-7ae6-45b0-962f-4630a12f0f85","2022-07-19 06:00:37 UTC","Tuttle Pond",NA,2022-07-18,NA,"A2A4B3"
"2312e857-5a62-4c1f-b397-04dc3801b842","2022-07-19 06:02:35 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,NA,"A2A4B4"
"7a4212a3-489e-4522-9392-fbda86ddd0ef","2022-07-19 06:06:16 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,NA,"A3A4B2"
"ca32ea56-d9ea-4c56-bd6d-eb6a230977bd","2022-07-19 06:11:14 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,NA,"A3A4B3"
"a43df10e-1e4f-4b0c-99e1-b44087c5b574","2022-07-19 06:14:39 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,NA,"A3A4B4"
"da60b00d-8819-4ced-ade6-95ba9babeff6","2022-07-19 06:19:40 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,"A2",NA
"e19011d0-9bd1-4ffe-bb71-bfd13661c001","2022-07-19 06:21:03 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,NA,"A2B2B3"
"2107c1ee-8435-4f7d-9c35-f0c52cd3c93d","2022-07-19 06:25:50 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,NA,"A2B2B4"
"51004a2b-fd6d-481a-b711-8539b7acedb7","2022-07-19 06:29:17 UTC","Tuttle Pond",NA,2022-07-18,NA,"A2B3B4"
"d8052a0f-28b5-4228-9344-66aedd71cc3f","2022-07-19 06:32:36 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,NA,"A3B2B3"
"2b4ec524-31e8-4fca-b3d9-b9980781d826","2022-07-19 06:36:05 UTC","Tuttle Pond",NA,2022-07-18,NA,"A3B3B4"
"7ef3c12b-ba4e-4dad-ba00-3e49050be250","2022-07-19 06:38:46 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,NA,"A4B2B3"
"c99fedfa-9e72-49ce-bd45-3473327df573","2022-07-19 06:40:50 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,NA,"A4B2B4"
"b3c0e2cb-2049-47a7-8692-9f2ce7f48589","2022-07-19 06:43:07 UTC","Tuttle Pond","Rana pipiens",2022-07-18,"A4",NA
"e52370c3-9542-4a59-95d6-918daa66f460","2022-07-19 06:44:37 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,NA,"A4B3B4"
"dbb2bf5d-0863-49c9-a38d-f366ec6b281f","2022-07-19 06:46:25 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,NA,"A3B2B4"
"d579c0bc-12a7-4bb7-9fe3-17a94df1958e","2022-07-19 06:48:30 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,NA,"A2A3B2B3"
"5224c4e4-868c-4c4f-8d09-b3ef0f1851eb","2022-07-19 06:49:43 UTC","Tuttle Pond","Rana catesbeiana",2022-07-18,NA,"A2A3B2B4"
"d9a14142-86e5-4ec6-9d22-c80a3ad1f139","2022-07-20 02:34:57 UTC","Tuttle Pond","Rana catesbeiana",2022-07-19,NA,"A2A3B4"
"852d84cc-1ed7-4ff9-a2c9-94affcbc2c99","2022-07-20 02:38:21 UTC","Tuttle Pond","Rana catesbeiana",2022-07-19,NA,"A2A3B2"
"203dd823-c30c-4719-a896-61b194ab6551","2022-07-20 02:39:45 UTC","Tuttle Pond","Rana catesbeiana",2022-07-19,NA,"A3A4B3"
"82ed0cc4-0e05-4ad9-a9b6-2239cd131bb4","2022-07-20 02:41:03 UTC","Tuttle Pond","Rana catesbeiana",2022-07-19,"A4B2",NA
"2b4579c5-0270-42aa-a39c-9822df0e3e69","2022-07-20 04:04:34 UTC","Tuttle Pond","Rana pipiens",2022-07-19,"A2",NA
"ae51aeb0-2a65-4209-84f9-a13ee2d9fddf","2022-07-20 04:07:37 UTC","Tuttle Pond","Rana pipiens",2022-07-19,"A3",NA
"abe99295-19d8-4882-8330-7c2ccc291a95","2022-07-20 04:11:18 UTC","Tuttle Pond","Rana catesbeiana",2022-07-19,NA,"A2A3B2B4"
"dd14d105-9f6a-4768-94cf-88681bebfcbc","2022-07-20 04:11:57 UTC","Tuttle Pond","Rana catesbeiana",2022-07-19,"A2A3",NA
"48feca18-2aae-47db-950a-013a23831b7d","2022-07-20 04:12:29 UTC","Tuttle Pond","Rana catesbeiana",2022-07-19,NA,"A2A4B2"
"ab8a5c19-b266-47bc-bf51-f276deaa8d0f","2022-07-20 04:12:56 UTC","Tuttle Pond","Rana catesbeiana",2022-07-19,"A2B3",NA
"b24dedd1-21a4-49b9-a7f8-ad889f6c41d3","2022-07-20 04:13:40 UTC","Tuttle Pond","Rana catesbeiana",2022-07-19,"A4B3",NA
"c38071f6-f2d1-4674-99c0-5611e7c91c53","2022-07-20 04:14:17 UTC","Tuttle Pond","Rana catesbeiana",2022-07-19,"A3B3",NA
"2428f0ae-bb4a-4127-b383-96b14d99cc61","2022-09-10 01:59:25 UTC","Tuttle Pond","Rana catesbeiana",2022-09-09,"A2",NA
"c5563499-5654-4ddd-a123-6d83b88ddafd","2022-09-10 02:13:10 UTC","Tuttle Pond","Rana catesbeiana",2022-09-09,"A2B4",NA
"4866a074-b1c9-4812-b812-bc9aacb030e3","2022-09-11 04:03:55 UTC","RV Pond","Rana catesbeiana",2022-09-10,"A2",NA
"1913511b-97ce-436c-9210-465b27853b00","2022-09-11 04:06:16 UTC","RV Pond","Rana catesbeiana",2022-09-10,"A3",NA
"7efdf353-c5e5-4689-8845-0642642e0e1d","2022-09-11 04:08:15 UTC","RV Pond","Rana catesbeiana",2022-09-10,"A4",NA
"6ef8594a-2b47-40b1-89ec-03fd6cd0f9d1","2022-09-11 04:09:57 UTC","RV Pond","Rana catesbeiana",2022-09-10,"B2",NA
"b4641954-8a90-45e0-8f48-ba8e6e207918","2022-09-11 04:12:17 UTC","RV Pond","Rana catesbeiana",2022-09-10,"B3",NA
"f0c8c54d-2ae1-48a6-8142-6e84d1589624","2022-09-11 04:13:52 UTC","RV Pond","Rana catesbeiana",2022-09-10,"B4",NA
"a471cf4d-e23b-4e02-bfd5-64803d823b66","2022-09-11 04:15:18 UTC","RV Pond","Rana catesbeiana",2022-09-10,"A2A3",NA
"57530180-8d67-472c-9d60-3c1e711def89","2022-09-11 04:17:31 UTC","RV Pond","Rana catesbeiana",2022-09-10,"A2A4",NA
"07433ca6-b714-492e-ab30-cf26c2fef5df","2022-09-11 04:19:45 UTC","RV Pond","Rana catesbeiana",2022-09-10,"A2B2",NA
"f613bef6-e5fb-4571-8036-c26cb583ab5d","2022-09-11 04:21:53 UTC","RV Pond","Rana catesbeiana",2022-09-10,"A2B3",NA
"9914e662-19f0-4945-a9e3-de368d38a275","2022-09-11 04:23:49 UTC","RV Pond","Rana catesbeiana",2022-09-10,"A2B4",NA
